"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias"
"Variável - Quantidade produzida (Toneladas)"
"Nível","Cód.","Brasil e Microrregião Geográfica","Ano x Produto das lavouras temporárias"
"Nível","Cód.","Brasil e Microrregião Geográfica","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Nível","Cód.","Brasil e Microrregião Geográfica","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)"
"MI","42003","Xanxerê (SC)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","256120","129530","354180","320167","372227","374733","254483","252270","260688","296144","403298","512810","387945","581116","482467","416255","381191","401935","471764","322290","308439","301145","232356","356496","345776","263661","206322","244090","194258","238972","324920","170400"
"MI","42004","Joaçaba (SC)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","297665","147543","331645","341058","336128","364510","298284","336079","309548","303908","358415","395506","263801","481753","361788","242340","287253","511210","521456","514800","598885","564905","483327","491412","503811","493001","428540","474951","455502","520933","507766","374299"
"MI","42005","Concórdia (SC)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","345462","128861","414722","372068","368941","413430","246407","275292","244035","243018","285871","323116","215021","339737","236084","166495","182898","285843","257070","208802","250080","244542","184230","204096","227220","217245","170793","196360","169620","172340","161493","62166"
"MI","42006","Canoinhas (SC)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","183764","186880","236736","257520","267480","326500","241079","287400","229404","289230","384300","458796","462230","510030","373720","403003","386432","448470","592355","401964","537925","594840","557210","484000","374788","361495","247200","313330","241450","247362","257670","259300"
"MI","42007","São Bento do Sul (SC)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","19145","14163","21600","21630","25104","25440","18933","25380","24810","31050","34020","36588","45676","56040","54840","49980","42096","42096","46320","45170","43320","53360","57890","42840","39600","38400","31740","35200","27420","27420","27420","27420"
"MI","42008","Joinville (SC)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","13929","14867","16623","16503","17089","13940","5000","6086","5562","5600","6279","5577","5283","4440","4725","3068","3113","3252","3437","2790","2115","2035","1817","1857","1872","1284","1284","1284","1284","2061","1909","1374"
"MI","42009","Curitibanos (SC)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","79800","29860","118017","107340","109100","124135","112594","157246","176873","183705","235081","292449","264982","289342","160965","163445","171858","253632","271116","275710","288430","279920","269951","237870","240812","217026","189312","218754","199454","266764","220608","232225"
"MI","42010","Campos de Lages (SC)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","84099","33452","100407","102832","108808","107938","87541","105997","115305","118749","131570","143295","133124","156688","119886","120764","113392","216288","225877","192972","211907","240731","211180","220701","169925","263724","249129","294632","281776","277610","162612","256992"
"MI","42011","Rio do Sul (SC)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","91053","56347","117345","109800","109167","85108","76019","97891","96945","92779","110601","120174","112959","119496","66539","62868","60724","121470","134690","106528","116457","113354","127839","138265","95868","141462","101810","130214","123368","127946","101969","117366"
"MI","42012","Blumenau (SC)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","27485","25818","24249","24441","24093","25564","12511","13036","14564","19498","18877","19642","15912","18542","18293","17164","16174","16369","17507","19544","14324","14673","9317","9495","7330","7014","6123","6477","7374","9032","8978","8811"
"MI","42013","Itajaí (SC)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","3816","3762","3892","3911","3683","3452","1120","1152","1092","1397","1253","888","149","79","64","59","59","60","316","257","173","208","174","132","207","6","84","68","58","58","58","58"
"MI","42014","Ituporanga (SC)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","25890","40910","51150","53393","54600","53310","67800","66657","69450","63630","80850","84564","77780","83415","75615","65179","45443","84540","91830","46974","52344","69169","79044","81582","34521","79488","62484","77739","83010","75720","59088","65412"
"MI","42015","Tijucas (SC)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","19310","15933","16888","17716","14873","15670","13618","16159","15620","15623","15141","16606","13592","20080","21335","17673","15217","18123","18205","15957","12620","12250","10026","8701","5986","7745","6237","7099","13495","12662","10982","10790"
"MI","42016","Florianópolis (SC)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","6120","3854","4273","4652","5733","5790","2402","4236","4358","4520","4599","4789","5139","5304","5607","5607","5607","4846","4449","6692","6177","4646","4574","2095","2299","2299","2035","1871","513","590","600","705"
"MI","42017","Tabuleiro (SC)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","18430","14530","16420","18620","19105","18030","16664","18985","22360","17260","18010","19620","20280","22040","23090","20690","22590","20470","21300","14950","25920","21041","21041","12921","12461","12505","11968","9553","16056","20263","25653","26431"
"MI","42018","Tubarão (SC)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","37616","32966","42661","38457","37027","38786","34175","30707","32662","39326","41452","43895","45240","46608","50548","49556","37767","38653","43798","40804","39523","37696","31638","33457","41504","34050","23732","37119","23677","25791","23870","24791"
"MI","42019","Criciúma (SC)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","26430","32466","42207","36110","43772","43300","26479","28833","29925","31190","32076","35793","36939","42254","40170","39745","35313","39826","46875","37035","36180","39793","45403","38488","49410","45509","46499","49098","48112","47825","51272","59414"
"MI","42020","Araranguá (SC)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","35024","41726","43217","34713","42216","46057","31795","32416","30408","21295","28630","27269","19636","30638","18003","33147","39787","39987","42285","38151","37706","39363","28114","39430","38920","41090","29210","58589","51687","50902","52050","42635"
"MI","43001","Santa Rosa (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","117395","149390","171000","137792","168588","234426","80851","171846","56579","44228","141506","229310","142619","212412","114931","66667","203751","243045","177778","111051","260550","272255","164524","276158","236935","220768","210435","259909","236173","305034","292043","110601"
"MI","43002","Três Passos (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","237810","171085","323114","273478","271183","319239","130586","267534","198959","65280","186993","242008","160985","235722","141046","63374","179698","232886","178440","165291","232674","268590","205359","309787","348907","322819","297396","353730","310362","332472","358054","187758"
"MI","43003","Frederico Westphalen (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","378370","192566","509494","387934","385106","427331","171843","391266","385141","206168","317574","415970","195924","408711","264953","126047","363453","494823","379653","237307","518731","538259","192423","463599","525774","524896","375245","469932","321825","391856","327158","129363"
"MI","43004","Erechim (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","462015","128856","668963","531267","486130","642787","344534","411142","511231","391442","488360","668342","336928","630239","443373","146775","424303","642647","508423","250411","472698","427135","250528","339882","415381","363917","255774","344325","221504","333757","314467","218644"
"MI","43005","Sananduva (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","200180","53065","281620","243800","237588","253730","140205","217085","222500","165721","201960","358878","163573","251130","154992","61868","195192","251980","191844","154626","193340","154620","148419","110603","140470","130940","92154","113150","87961","121465","125789","117630"
"MI","43006","Cerro Largo (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","107290","111308","159768","119940","133630","151100","45552","109845","96368","41474","51068","132615","57121","109118","59729","48430","103124","159390","110371","56193","163989","143270","50671","139487","117805","97380","108428","134953","124070","133085","111127","50776"
"MI","43007","Santo Ângelo (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","142700","114286","187714","140530","161608","221818","98253","143291","145377","44246","70577","211265","95718","139160","79984","66013","140421","204165","157873","77071","213924","174410","95032","192060","249911","250969","310137","477420","312506","500212","430353","287409"
"MI","43008","Ijuí (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","118920","68034","237400","151380","187520","303230","134268","174884","133897","71427","112970","214817","84006","136370","79388","39227","139453","176330","128679","144283","172221","171973","88148","171356","181111","182514","158741","243692","200087","241705","204768","166728"
"MI","43009","Carazinho (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","164580","73697","271905","205461","225216","314850","175815","232414","217064","144955","203258","348881","157212","267180","208636","85190","291750","336702","339302","225063","351345","433820","146007","306103","333800","373778","281233","375222","325240","413851","337261","236681"
"MI","43010","Passo Fundo (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","282529","101246","470715","406915","387580","510841","281790","324790","417625","325184","428613","612603","421995","519020","395840","88274","480200","539761","530096","418386","536265","495475","244159","360296","320678","364614","273437","310372","233173","290319","215028","349895"
"MI","43011","Cruz Alta (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","97880","55143","268910","200070","244370","432915","190182","165876","174180","141079","106483","315120","140137","187344","153295","113027","249568","260565","265109","231492","211060","217560","106093","246957","232594","217730","206097","288209","207391","259128","191997","268467"
"MI","43012","Não-Me-Toque (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","38795","19950","89173","61965","74390","124740","60739","69420","68610","62598","59770","133272","67569","101154","83256","66868","90650","104400","112355","109588","130836","121660","24168","89175","45811","83658","79026","85138","71800","92450","41578","89938"
"MI","43013","Soledade (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","45010","10174","44040","37960","37250","51460","28680","24467","41493","33126","35137","55807","39728","63273","18671","7114","39278","48860","44749","40939","56310","69495","15688","53102","39188","41926","39936","47473","43214","39154","13088","30507"
"MI","43014","Guaporé (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","296724","110521","321998","306059","269772","344009","210353","246168","299843","250581","279997","346703","316857","346452","268403","54744","300068","378224","334976","366954","375515","412940","157758","315022","251982","314495","216444","307164","249523","278002","128667","203299"
"MI","43015","Vacaria (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","73467","38919","82123","79820","98310","107352","112216","104091","161660","123179","179279","309175","195765","339580","186886","112251","363558","431584","430947","382666","465059","453154","407043","540420","486535","559300","470798","597841","393625","529154","381371","557715"
"MI","43016","Caxias do Sul (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","112890","46266","111130","112629","115194","121051","61764","94326","111090","82476","104904","118263","115815","124406","89437","18878","85843","101717","108106","110394","115844","133821","62747","116722","105555","118640","120229","120157","124322","142797","98285","107653"
"MI","43017","Santiago (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","51660","17112","78840","69944","60459","91535","49239","53245","73260","51322","53992","148690","71148","114192","41606","29815","96995","103276","79579","57910","79702","69929","39104","76502","89965","110649","72011","116895","74508","90131","59730","88366"
"MI","43018","Santa Maria (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","87570","52034","121200","107970","97780","92297","59735","66889","71167","65239","53356","82519","63799","75740","26297","18832","56710","86314","62152","65074","56775","69812","33819","65288","57129","67083","57256","70169","53833","47820","18243","52453"
"MI","43019","Restinga Seca (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","37409","22170","50100","50170","49728","52284","28645","38370","42987","43446","36312","48788","44132","44590","17030","6831","29241","52120","50380","43596","40517","50445","17225","50535","45200","47573","36266","39177","36808","40895","8842","29322"
"MI","43020","Santa Cruz do Sul (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","197410","69110","177064","192032","207214","230919","121710","161973","231488","206336","212514","231930","223996","262485","96907","71038","213824","267536","284554","269637","259251","309285","212108","321083","312665","320439","297490","301977","289012","279734","104654","211480"
"MI","43021","Lajeado-Estrela (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","194633","71873","244409","208920","214959","240462","123291","158005","197929","148768","176641","215589","180063","205135","109788","44424","109762","183335","191663","159561","162373","182100","62355","194542","180258","187754","140122","167513","142231","137199","75355","119702"
"MI","43022","Cachoeira do Sul (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","33980","26185","42870","46182","45510","60450","25805","29148","42030","35480","34648","49220","50268","58896","24620","16013","31938","57610","65396","54611","59851","71034","45029","84370","97360","100617","87122","102814","74031","86289","29467","78522"
"MI","43023","Montenegro (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","53722","29539","58185","52312","52673","54975","21334","37236","35392","36745","36461","38551","36963","34613","23934","16224","29133","34216","35710","39289","37375","37475","35387","16017","15899","15967","16171","23876","17484","17302","11736","20773"
"MI","43024","Gramado-Canela (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","44448","33010","41734","40535","40053","41511","22292","28782","38752","28677","28368","29769","28887","27839","25207","7159","26206","29778","30188","31421","29629","30899","22667","27754","30559","29511","29544","32438","32313","31319","17014","28789"
"MI","43025","São Jerônimo (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","35505","23360","51229","45885","47790","54510","27747","26490","26270","32625","32040","41594","41527","39749","23251","4474","29141","52560","44371","35345","31071","39609","29002","51988","35909","33550","31498","36722","26932","38970","11319","38675"
"MI","43026","Porto Alegre (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","9685","7565","10728","10142","9648","11126","7811","8416","7536","8636","8200","9032","8479","11583","7851","3181","8939","11498","10789","10119","11730","13145","8153","13047","11820","16543","13158","15777","13876","16466","8243","15127"
"MI","43027","Osório (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","18580","19238","21217","20883","21712","28502","10943","11568","16976","10699","10275","9798","10295","11105","12287","8419","15544","14911","14621","15670","17101","16287","17413","21160","19868","18303","18321","19709","20758","25275","21622","25322"
"MI","43028","Camaquã (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","22259","26633","43170","36026","27324","34268","18862","27814","25470","25861","25149","27168","30771","29460","5626","5540","24027","49369","45828","37917","49878","56760","50310","69684","56312","72387","70024","79599","25513","66699","22020","75838"
"MI","43029","Campanha Ocidental (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","61044","32655","76220","74681","60869","65100","36291","64516","53914","40403","30521","66295","45242","72519","39640","35365","79285","100590","71283","40952","77565","56025","37518","102825","109268","93934","132914","158436","127865","161807","154856","149675"
"MI","43030","Campanha Central (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","28200","18900","20440","21300","22300","21150","25170","18000","13785","19390","18588","23700","24015","24960","5298","1961","4824","12510","16695","8162","12840","7338","5257","17622","18600","18400","17700","27090","21385","20790","8250","19830"
"MI","43031","Campanha Meridional (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","15800","18100","22450","22800","22170","19095","12503","8880","14690","7826","14140","19959","19845","17265","10764","3800","5412","15600","14150","12828","13256","12826","10322","10290","17000","5738","7985","17820","14242","8603","15145","21837"
"MI","43032","Serras de Sudeste (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","49822","29650","66300","45426","68300","53950","38595","39130","42900","57740","55362","88190","75950","87300","39619","13485","19080","55410","41513","40029","41375","26165","15480","43294","36500","29736","27720","43054","24680","41490","7180","40631"
"MI","43033","Pelotas (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","126180","99675","195780","149800","203979","206747","118525","153712","172111","181116","130089","278274","242515","225369","116517","31964","88687","226526","165545","171124","172881","226502","145731","207912","211566","221410","169571","261384","92196","210232","61820","248610"
"MI","43034","Jaguarão (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","8400","2100","9450","10050","12330","10597","9423","10160","11510","13450","8915","9720","10300","11050","7167","1541","8292","8688","8470","11560","9960","8160","9174","14760","10400","4864","8568","14712","5892","8780","3726","10646"
"MI","43035","Litoral Lagunar (RS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","4579","3140","3090","3210","3210","5310","2771","7124","3108","5812","2182","2392","1024","1003","633","227","793","192","297","342","421","189","240","378","805","753","997","1051","916","944","952","955"
"MI","50001","Baixo Pantanal (MS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","6480","9204","17700","8510","5129","6606","4230","3960","3474","4515","2145","540","645","450","673","751","615","726","828","852","507","367","381","5250","7203","9243","8226","6126","13104","14573","21750","14136"
"MI","50002","Aquidauana (MS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","11112","11522","8187","8835","14250","8328","15399","20220","7644","16404","1723","8589","3015","2415","2019","6840","7452","3438","2067","2365","2913","11100","32371","45627","45504","47372","46842","62064","78454","62777","83321","49830"
"MI","50003","Alto Taquari (MS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","39220","76380","89165","102538","122070","110835","121710","185460","187530","175644","133464","191237","156097","184671","160532","144344","165234","260699","388470","347226","412428","347274","692136","677719","717669","789579","648121","760694","667155","848782","920119","623186"
"MI","50004","Campo Grande (MS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","104706","193958","75570","76036","67621","79634","116253","124568","77751","77934","49191","119153","52632","157322","116909","71140","141375","163263","292043","187668","439970","337824","741540","746004","1023480","1177989","902281","1309166","999079","1356566","1416928","795291"
"MI","50005","Cassilândia (MS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","97750","118701","152937","148920","220500","346400","365400","345800","268500","380150","268935","410730","243510","298860","259560","230160","241949","357631","408720","398520","381320","299388","441174","573286","582143","643080","504222","578730","548724","651854","675815","569629"
"MI","50006","Paranaíba (MS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","10295","18905","22775","19933","18738","22018","20040","23478","14642","19128","16067","11970","9070","11830","13808","8946","9131","4642","5965","4805","5336","2087","6710","4262","4288","5810","2120","1495","3618","2283","6791","13514"
"MI","50007","Três Lagoas (MS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","11311","12573","11195","6169","11759","14786","19656","17650","11808","11560","7156","28150","13629","11113","10133","10482","10235","4707","10234","4572","6049","9643","9290","9500","9768","7325","6799","17311","13495","20597","15286","15939"
"MI","50008","Nova Andradina (MS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","11970","17761","10995","15813","15722","11215","11690","25520","29831","36126","7885","34601","27905","56815","32305","31070","22806","20197","38470","26701","29939","44641","86492","78743","112298","152787","162118","227795","164224","188774","196619","27786"
"MI","50009","Bodoquena (MS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","34431","60154","56441","41931","58570","59596","70442","77553","44752","52815","28392","65850","35724","49306","46367","32116","41168","53385","89820","43118","62988","48105","129079","155732","218194","306808","229189","317521","304443","305571","388685","126509"
"MI","50010","Dourados (MS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","209142","377004","370521","414286","489511","704275","638282","985990","964145","1042463","484927","1194086","742681","2067178","1490839","634818","1410717","1700082","2018464","977563","2051522","2057816","3744735","4593993","4803980","5706360","3042072","5625252","3893524","5675762","6009639","2696954"
"MI","50011","Iguatemi (MS)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","59301","37119","39805","77639","69363","71458","88769","121734","84676","107420","69686","120940","96696","231672","240870","121234","291937","403451","420445","188039","389974","470247","593162","683208","726594","881456","477766","915573","745167","835667","961655","485308"
"MI","51001","Aripuanã (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","28470","23379","28799","50685","72735","24475","30440","46401","27357","53240","38079","40749","54932","70300","65181","87120","107240","77924","146967","141321","103484","108708","244488","307487","269435","348703","242797","730880","763150","899232","940531","753906"
"MI","51002","Alta Floresta (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","12630","14770","11732","23842","25165","21180","15835","13670","20560","23770","25321","21406","19812","21257","24400","24256","24249","21380","24035","14090","9030","7650","4786","10302","17282","40093","27444","78135","81345","128115","154236","126512"
"MI","51003","Colíder (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","37890","37262","60573","37408","53880","67820","44328","35762","40836","31634","42902","35715","32292","60772","54026","43652","34923","29180","56608","40910","30668","37187","108120","190450","170090","241649","218037","411370","313700","724557","767070","661325"
"MI","51004","Parecis (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","73413","69412","39865","157218","164128","124720","139155","153006","80874","114581","129771","188264","275701","546648","712604","746060","797935","1228524","1706266","1814824","1352298","1250009","2474719","3006571","2781523","3355956","2899591","4773655","4134970","4501260","4263300","5288343"
"MI","51005","Arinos (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","18720","15240","19743","15292","19603","9870","17481","15766","17182","25161","24564","30861","42308","42297","91221","95516","94989","127650","325818","207705","191440","336102","602160","1018290","766780","1098710","769710","2031814","1723900","2141997","2557659","2071060"
"MI","51006","Alto Teles Pires (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","22117","59432","46129","57851","156574","195188","280548","323694","139665","239936","512626","511322","959853","1307597","1228830","1274788","1674380","2583183","2911341","3127044","3222357","2758474","5666374","7744335","5882100","6773030","5150991","10614132","8417660","9926709","10780748","9154712"
"MI","51007","Sinop (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","5969","5618","9758","10048","13501","18278","24194","29198","17381","27374","31046","47213","58155","87052","155803","173348","136600","270262","432028","414235","606458","565934","1423424","1873207","1517367","1917917","1324200","2827221","2790229","3282903","3565827","3053340"
"MI","51008","Paranatinga (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","8196","7268","15966","18000","13200","7586","5600","6300","10140","3094","4800","6045","9600","6785","7916","7916","20155","21030","27373","53061","61308","124944","170716","354738","223034","445428","84840","381712","326070","983820","1050050","1078164"
"MI","51009","Norte Araguaia (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","23432","22028","27190","35665","30533","35323","29706","31796","36494","42716","47826","56257","53873","54349","48706","44348","45149","43996","73471","75713","54905","157106","423594","481285","1045305","925600","1026463","1410848","1707974","2153387","2046268","2302274"
"MI","51010","Canarana (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","25232","20489","30575","25157","36449","42942","81315","108750","58593","41097","48157","58811","76611","109192","68380","75265","98735","156121","298304","372849","407050","568340","1101730","1566499","1480919","1755698","533422","2119699","1721304","2074236","2859640","2832200"
"MI","51011","Médio Araguaia (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","15495","4794","1206","1960","3982","3360","2625","5452","2580","2475","1506","4020","2610","1270","1770","885","1272","552","1074","4410","150","10434","17436","54","8988","8784","5913","5196","6062","10166","24930","28454"
"MI","51012","Alto Guaporé (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","14150","7740","11404","16290","20712","22779","24520","19160","15040","19350","16800","15820","11496","21890","33350","8429","25670","19281","29499","36181","40366","35090","46505","51350","47063","76884","77475","123406","137805","179534","183554","214637"
"MI","51013","Tangará da Serra (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","46074","31880","41308","50660","31468","31865","18786","32965","40626","38783","28380","32278","37024","43662","40165","52690","58358","111218","94219","77157","78733","51438","115402","139255","120736","143414","186153","421266","277887","328613","295360","373796"
"MI","51014","Jauru (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","57701","45180","53812","38666","53279","66786","50160","47917","50560","48095","42801","48560","42965","41079","40937","37816","19738","16025","23171","21747","14051","13494","15517","18998","18628","16861","23694","26438","22647","17590","19127","30768"
"MI","51015","Alto Paraguai (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","4444","2662","2799","2645","1643","3057","6793","8655","16091","9342","10292","16823","19533","12356","10811","7646","20052","22308","33960","33060","41690","34515","65490","82425","83565","129620","113700","161400","128160","170250","199200","184622"
"MI","51016","Rosário Oeste (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","5106","8925","8526","5708","6450","3066","4777","10095","8370","2589","4254","2682","2754","3270","4350","6070","4860","5590","5218","1494","1818","6195","14174","19314","30330","24360","17025","45858","37291","44515","61845","32258"
"MI","51017","Cuiabá (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","12964","10720","8366","14378","16098","14381","13117","12060","13239","13890","10848","15504","8568","41830","67339","81598","76836","58762","98975","128950","88534","63736","144739","115955","111870","137689","117399","121670","202242","190650","192000","192490"
"MI","51018","Alto Pantanal (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","14850","12982","18450","15990","16648","15478","15736","15214","19494","14764","16030","17556","11300","13954","14551","16484","15756","14157","12283","17864","19591","23853","19885","20066","17803","7721","10192","15111","14211","17567","15985","16047"
"MI","51019","Primavera do Leste (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","37432","73533","101514","110222","162529","200031","269400","258385","129118","165551","157557","278669","293320","330269","304791","367732","462596","654051","681385","711428","785038","685780","1083460","1214374","1286232","1275732","900150","1323870","1090650","1240800","1214560","1378320"
"MI","51020","Tesouro (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","13982","19055","25297","22163","22026","41092","56493","52459","40074","38740","60049","61759","52665","80965","96723","68542","102130","172021","286909","267939","251447","254085","519053","558112","637305","722014","336433","671671","596483","648724","682851","651425"
"MI","51021","Rondonópolis (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","95390","123412","124759","130495","167615","201514","273158","218001","115965","100338","100251","134229","152096","205028","264320","196695","300840","323593","323949","432346","568390","449503","1074906","1009303","1045605","1317444","835059","1308570","1163700","1235449","1215000","1086802"
"MI","51022","Alto Araguaia (MT)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","45316","53902","76136","67843","75333","75366","110491","75989","48420","62331","75812","118500","93900","90991","72794","66410","105960","173274","206560","187656","235467","221365","310038","403650","509356","589988","439097","338400","515100","604200","560930","539850"
"MI","52001","São Miguel do Araguaia (GO)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","5020","9420","9500","9180","11930","11800","13561","11515","8810","13025","12310","13535","12740","14384","19640","18555","14920","14185","19527","15310","16540","15290","13503","6473","10190","9770","16067","8420","7819","10752","30798","11274"
"MI","52002","Rio Vermelho (GO)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","21590","34375","30850","17965","20070","16203","34886","24670","13670","36965","38830","17975","17640","19200","25732","20095","20552","19800","18256","23350","23930","16855","46112","13159","32642","25060","18995","23301","29245","32400","32170","9476"
"MI","52003","Aragarças (GO)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","10380","12700","13270","9400","7380","11975","10395","10645","7530","8680","11610","13380","9580","8860","7850","5950","9396","7825","9834","8183","7550","7965","34978","20567","27197","17895","16380","27527","12382","14220","31530","34272"
